review_id,order_item_id,customer_id,review_date,rating,review_text
220328,117234,10499,2026-02-26,3,Average
220329,113753,14783,2025-12-04,3,Poor quality
220330,91644,13920,2025-02-05,4,Could be better
220331,94800,11131,2024-12-05,2,Very good
220332,108586,12303,2025-09-23,5,Good
220333,118124,10527,2026-01-26,4,Excellent
220334,99885,14090,2025-08-28,5,Good
220335,102350,12762,2025-04-21,4,Poor quality
220336,95442,10895,2026-01-18,5,Average
220337,110152,12662,2026-06-11,3,Poor quality
220338,90933,10555,2026-01-04,3,Average
220339,109087,13560,2024-07-07,4,Very good
220340,115487,10773,2025-08-13,1,Poor quality
220341,91278,14354,2026-02-13,5,Good
220342,96265,13895,2024-07-26,4,Average
220343,100401,11408,2025-05-16,3,Average
220344,113455,13985,2025-12-06,4,Good
220345,92005,12549,2025-09-10,5,Average
220346,116124,13065,2026-01-09,5,Poor quality
220347,101161,13396,2025-03-05,2,Could be better
220348,99306,13325,2026-02-28,3,Very good
220349,120856,11253,2024-03-30,4,Good
220350,109202,10194,2024-09-21,4,Could be better
220351,116621,14036,2025-08-02,3,Excellent
220352,99092,13303,2025-02-20,4,Average
220353,101961,10154,2024-06-20,5,Very good
220354,103556,11506,2026-04-07,4,Good
220355,104501,11056,2025-06-21,5,Average
220356,95716,14092,2025-12-23,3,Excellent
220357,92520,14808,2026-08-14,4,Poor quality
220358,103055,12636,2025-05-08,5,Excellent
220359,99582,10323,2024-03-27,3,Could be better
220360,117856,12627,2025-02-17,3,Excellent
220361,106933,12762,2024-03-12,5,Average
220362,109962,13737,2025-05-27,5,Average
220363,93528,13757,2024-07-03,3,Could be better
220364,102268,10857,2025-10-23,4,Excellent
220365,96179,12720,2026-04-15,4,Excellent
220366,101542,13959,2024-01-30,3,Excellent
220367,94732,10525,2026-07-25,4,Poor quality
220368,114222,14548,2025-04-23,4,Excellent
220369,117739,10030,2026-08-24,5,Could be better
220370,119902,12447,2025-06-04,5,Excellent
220371,116162,14297,2025-04-09,5,Poor quality
220372,107630,10414,2026-04-19,4,Very good
220373,111128,11715,2024-10-30,4,Very good
220374,97963,12963,2024-09-05,5,Very good
220375,110519,13819,2024-12-19,2,Good
220376,95754,13578,2025-04-19,5,Excellent
220377,105120,12960,2025-09-16,5,Could be better
220378,106627,12348,2025-09-15,5,Average
220379,95800,12989,2024-03-09,2,Could be better
220380,109607,12053,2025-07-19,5,Could be better
220381,96271,11247,2025-03-10,5,Poor quality
220382,98950,13657,2026-03-25,4,Very good
220383,109445,14654,2025-12-25,4,Poor quality
220384,107612,13817,2026-04-09,4,Very good
220385,96136,12403,2024-12-01,4,Good
220386,109030,14153,2025-01-25,4,Good
220387,111125,13938,2024-04-26,4,Good
220388,112302,11447,2025-07-24,5,Excellent
220389,105539,13344,2026-01-01,3,Could be better
220390,91713,12572,2026-07-13,3,Excellent
220391,99877,10565,2025-02-06,2,Excellent
220392,120213,11366,2026-01-06,5,Very good
220393,97450,10373,2025-03-04,5,Good
220394,107137,13843,2026-05-17,5,Very good
220395,91627,10403,2025-04-11,4,Excellent
220396,100020,10567,2025-05-22,5,Excellent
220397,115277,14731,2026-03-05,4,Average
220398,108763,14421,2025-11-27,5,Excellent
220399,91660,12867,2024-01-26,4,Very good
220400,111824,14184,2025-01-28,5,Excellent
220401,107230,13169,2025-10-30,4,Good
220402,119100,12739,2024-02-28,4,Very good
220403,94173,13450,2024-05-27,5,Good
220404,111176,14396,2026-01-27,3,Excellent
220405,96892,14111,2024-10-08,4,Poor quality
220406,98295,11277,2026-01-27,4,Excellent
220407,116477,10129,2026-07-06,5,Good
220408,114882,11652,2025-04-14,4,Poor quality
220409,104860,10417,2025-07-25,5,Could be better
220410,120067,14394,2025-12-12,4,Poor quality
220411,119774,11129,2025-08-15,3,Excellent
220412,106314,12638,2024-07-08,4,Good
220413,103707,10264,2026-03-08,5,Could be better
220414,90210,14907,2025-07-20,3,Excellent
220415,98947,13563,2026-03-23,5,Very good
220416,105149,11658,2025-12-11,3,Average
220417,98355,14950,2026-01-31,4,Very good
220418,109321,14041,2026-01-10,3,Poor quality
220419,101737,12787,2025-11-26,5,Very good
220420,120254,14605,2024-08-23,4,Very good
220421,91296,14041,2025-05-10,4,Very good
220422,109885,13325,2024-07-17,3,Average
220423,100890,10673,2024-11-23,5,Average
220424,95036,13722,2024-12-14,5,Poor quality
220425,96323,10650,2024-11-12,5,Could be better
220426,96625,11183,2024-07-12,3,Average
220427,91872,13443,2026-04-03,5,Average
220428,103837,10863,2024-11-25,3,Very good
220429,98985,14489,2025-07-06,3,Poor quality
220430,113437,12350,2026-01-21,4,Could be better
220431,113472,11328,2025-05-10,5,Poor quality
220432,93073,11154,2026-01-29,4,Could be better
220433,102603,12769,2024-09-11,5,Average
220434,94771,11029,2025-12-06,4,Average
220435,100781,14787,2026-02-13,2,Could be better
220436,104575,12256,2024-10-05,4,Poor quality
220437,99739,13629,2024-11-28,4,Good
220438,93845,12463,2025-09-16,5,Could be better
220439,111521,14345,2026-05-01,5,Good
220440,119369,13812,2025-12-19,4,Very good
220441,118506,10751,2026-06-01,5,Could be better
220442,98972,14572,2024-11-05,4,Average
220443,93203,14491,2024-09-20,5,Very good
220444,102524,13741,2024-01-20,5,Good
220445,97377,13239,2025-07-19,4,Very good
220446,109638,14402,2025-05-25,5,Poor quality
220447,119011,14608,2024-08-04,5,Excellent
220448,104635,11962,2026-04-29,5,Very good
220449,100420,12481,2026-08-19,4,Very good
220450,93668,10016,2025-12-27,5,Very good
220451,117196,13398,2025-01-09,5,Poor quality
220452,90783,10757,2024-01-26,4,Could be better
220453,111747,13565,2024-07-12,4,Good
220454,106889,11161,2024-05-11,2,Poor quality
220455,96130,11211,2025-01-24,5,Could be better
220456,96766,13011,2026-07-10,5,Poor quality
220457,98732,14896,2024-04-13,4,Could be better
220458,94050,10325,2025-05-10,4,Average
220459,115528,13713,2025-09-16,2,Could be better
220460,95209,10917,2024-06-22,5,Average
220461,101379,14470,2026-08-16,5,Excellent
220462,109644,14548,2026-01-13,2,Excellent
220463,120284,11361,2024-04-15,5,Poor quality
220464,91250,10776,2026-06-30,4,Average
220465,115275,14984,2024-06-01,1,Excellent
220466,110045,10348,2025-08-14,5,Poor quality
220467,90758,10337,2025-03-07,4,Could be better
220468,113022,12932,2025-06-11,3,Could be better
220469,100064,10895,2024-10-27,3,Good
220470,118226,13777,2024-08-07,5,Could be better
220471,112666,13170,2024-01-19,3,Very good
220472,99091,14476,2024-10-04,5,Good
220473,102309,12732,2024-03-15,5,Poor quality
220474,105946,12927,2024-11-16,5,Poor quality
220475,106909,13682,2025-12-23,4,Very good
220476,107475,13099,2024-12-10,5,Very good
220477,106217,14765,2026-01-15,3,Very good
220478,90550,10850,2025-07-13,5,Excellent
220479,112945,10255,2025-12-08,5,Excellent
220480,115375,13611,2025-06-09,4,Could be better
220481,95847,14628,2024-12-09,3,Very good
220482,117963,14344,2025-07-22,5,Good
220483,95508,12989,2025-09-22,2,Could be better
220484,115628,10485,2024-12-16,2,Could be better
220485,106510,14069,2026-04-19,5,Very good
220486,106410,12953,2025-08-17,5,Very good
220487,90466,11418,2026-01-18,4,Good
220488,100350,13748,2024-12-12,5,Good
220489,101900,12953,2024-11-25,3,Could be better
220490,109125,11834,2026-02-04,4,Could be better
220491,116445,12689,2024-11-24,2,Could be better
220492,110392,13920,2025-04-27,5,Good
220493,108882,13086,2026-01-15,5,Could be better
220494,112817,10953,2024-09-26,3,Poor quality
220495,107679,12724,2025-04-03,5,Good
220496,119970,13407,2026-05-18,3,Poor quality
220497,100717,12033,2024-05-26,5,Good
220498,98647,13101,2024-06-02,4,Good
220499,100815,11670,2025-05-30,2,Could be better
220500,110849,12994,2024-06-04,4,Very good
220501,107738,14441,2024-04-03,2,Good
220502,100179,14296,2024-11-27,3,Good
220503,94358,10836,2026-05-29,1,Very good
220504,102535,12480,2026-04-08,5,Good
220505,105864,10507,2025-11-19,5,Excellent
220506,115245,14195,2024-03-02,5,Could be better
220507,119662,11383,2024-03-12,5,Excellent
220508,103601,12255,2025-09-25,5,Good
220509,106812,12678,2026-07-20,5,Could be better
220510,105107,14213,2025-02-13,3,Good
220511,96945,13375,2024-03-20,5,Excellent
220512,119191,12946,2024-07-15,1,Very good
220513,108656,13588,2025-01-30,4,Average
220514,100220,14827,2024-11-15,1,Could be better
220515,118961,13065,2024-11-22,3,Excellent
220516,113505,14685,2024-10-14,1,Could be better
220517,91570,13530,2024-05-01,1,Good
220518,106776,11184,2024-09-08,5,Very good
220519,120491,11557,2024-07-28,4,Average
220520,104019,11632,2025-10-16,4,Excellent
220521,94259,14757,2026-06-12,5,Average
220522,112628,10420,2025-03-23,2,Could be better
220523,102840,11307,2024-04-11,5,Average
220524,111004,14057,2026-01-29,5,Could be better
220525,117759,11423,2026-06-07,5,Good
220526,94571,12646,2025-11-28,1,Poor quality
220527,116463,11386,2025-08-10,3,Poor quality
220528,118560,10957,2024-04-15,5,Excellent
220529,106144,14726,2024-09-07,2,Average
220530,100367,11514,2024-02-07,5,Could be better
220531,97040,11534,2024-10-22,4,Poor quality
220532,110834,13911,2025-08-23,5,Very good
220533,108668,13353,2026-06-12,3,Very good
220534,97812,10437,2025-11-21,4,Average
220535,97803,12978,2024-02-17,5,Good
220536,118524,11068,2024-04-09,4,Good
220537,108216,13955,2025-04-27,3,Good
220538,107011,11684,2026-02-04,5,Very good
220539,102020,11234,2026-07-26,5,Good
220540,93859,11585,2024-03-05,4,Average
220541,105667,10842,2024-04-05,5,Excellent
220542,119842,10870,2025-03-22,1,Good
220543,111643,10507,2024-06-11,4,Very good
220544,105207,12368,2025-09-19,3,Excellent
220545,98690,12269,2024-05-16,4,Good
220546,95357,13240,2025-01-11,5,Average
220547,112118,12205,2025-06-12,5,Excellent
220548,113682,13556,2024-06-06,3,Average
220549,90267,12071,2024-07-24,4,Excellent
220550,106418,14262,2025-04-10,3,Excellent
220551,94155,12701,2024-03-16,3,Very good
220552,119778,14708,2024-01-22,5,Very good
220553,120040,13724,2026-01-05,5,Excellent
220554,102655,14582,2025-09-02,4,Could be better
220555,110456,13557,2025-08-21,5,Could be better
220556,99251,11993,2025-11-10,5,Average
220557,99348,10434,2025-01-29,4,Average
220558,120548,11221,2025-08-23,4,Excellent
220559,106121,12703,2026-07-29,2,Could be better
220560,113571,11503,2026-01-05,4,Good
220561,99066,10527,2024-07-26,1,Excellent
220562,108862,13208,2024-04-03,5,Very good
220563,119279,10709,2026-05-28,5,Poor quality
220564,104341,12591,2025-03-29,4,Very good
220565,108279,10225,2026-05-23,4,Very good
220566,91966,13191,2026-04-01,3,Good
220567,119631,11236,2024-06-14,3,Poor quality
220568,116717,12710,2026-04-05,5,Excellent
220569,120199,10466,2026-04-27,4,Average
220570,96940,13980,2025-02-09,5,Could be better
220571,115763,14777,2024-08-07,4,Very good
220572,102211,13595,2024-07-06,5,Average
220573,113661,12603,2025-06-14,3,Good
220574,93657,11848,2025-12-12,5,Poor quality
220575,91223,13763,2024-08-28,5,Average
220576,101476,12146,2025-12-04,3,Average
220577,105774,11440,2025-11-27,1,Excellent
220578,103117,10564,2025-04-10,5,Good
220579,93937,10140,2024-04-16,5,Average
220580,116153,14307,2024-03-01,3,Poor quality
220581,112877,12616,2024-12-13,5,Very good
220582,92749,13938,2025-09-25,5,Good
220583,114973,13334,2024-07-03,5,Excellent
220584,102711,11654,2026-07-13,2,Poor quality
220585,115677,14201,2025-03-21,2,Average
220586,119267,10161,2024-04-01,4,Excellent
220587,100907,14523,2026-07-01,5,Very good
220588,95659,11855,2025-12-17,5,Very good
220589,107950,11819,2024-12-27,3,Could be better
220590,102207,11662,2024-06-02,4,Good
220591,111395,11088,2024-01-03,1,Poor quality
220592,109398,14114,2025-06-14,2,Very good
220593,103215,10320,2024-09-06,5,Poor quality
220594,97193,12513,2025-07-09,3,Poor quality
220595,90006,10447,2025-07-07,5,Could be better
220596,99625,13431,2025-08-26,3,Average
220597,102643,11041,2024-06-30,2,Poor quality
220598,101377,11194,2026-02-24,4,Poor quality
220599,90538,13319,2026-02-02,5,Average
220600,115788,13881,2026-07-28,4,Excellent
220601,101241,10072,2025-05-28,4,Very good
220602,117859,13364,2025-06-06,3,Could be better
220603,91929,14030,2026-08-04,4,Excellent
220604,92374,13431,2025-02-06,5,Very good
220605,120817,13797,2024-03-21,5,Could be better
220606,108785,10612,2026-06-03,5,Poor quality
220607,90957,12568,2025-11-16,3,Average
220608,118971,12440,2025-11-01,1,Very good
220609,118839,12553,2025-01-08,5,Average
220610,113602,12041,2026-07-04,5,Could be better
220611,93383,13870,2024-12-21,5,Poor quality
220612,100308,11162,2024-03-10,5,Excellent
220613,94442,10621,2024-09-07,4,Good
220614,116855,11602,2025-02-25,5,Average
220615,111783,13398,2026-08-14,5,Could be better
220616,111753,14498,2025-06-11,4,Excellent
220617,120308,11091,2024-08-09,4,Poor quality
220618,104382,11179,2026-07-08,4,Could be better
220619,104246,13288,2025-02-21,2,Average
220620,92216,11985,2024-10-02,3,Very good
220621,112850,14469,2025-04-10,5,Average
220622,120138,10729,2025-01-22,3,Could be better
220623,106446,13598,2025-11-11,4,Very good
220624,110689,13005,2025-09-03,2,Excellent
220625,112033,10780,2025-08-31,2,Poor quality
