order_item_id,order_id,product_id,quantity,unit_price_inr,discount_pct,line_sales_inr,line_cost_inr
90061,50041,20106,1,1454.0,0,1454.0,897.0
90062,50042,21227,1,418.0,10,376.2,266.0
90063,50043,21474,2,1149.0,10,2068.2,1842.0
90064,50044,20471,1,2655.0,10,2389.5,1751.0
90065,50044,20101,1,409.0,15,347.65,238.0
90066,50045,21273,1,717.0,0,717.0,564.0
90067,50045,21158,4,3369.0,5,12802.2,10164.0
90068,50046,20183,1,2185.0,20,1748.0,1283.0
90069,50047,20848,1,734.0,10,660.6,450.0
90070,50048,20648,1,4472.0,10,4024.8,2910.0
90071,50048,20063,1,5093.0,10,4583.7,4095.0
90072,50048,21365,3,994.0,25,2236.5,2304.0
90073,50049,20291,2,2746.0,15,4668.2,3408.0
90074,50050,20466,2,851.0,0,1702.0,1114.0
90075,50051,20557,1,6828.0,15,5803.8,4374.0
90076,50052,20215,1,1789.0,0,1789.0,1217.0
90077,50053,21137,2,493.0,0,986.0,668.0
90078,50054,20860,1,2356.0,5,2238.2,1542.0
90079,50055,21327,1,886.0,10,797.4,711.0
90080,50055,20592,1,2170.0,0,2170.0,1763.0
90081,50056,20531,1,3319.0,25,2489.25,2658.0
90082,50056,20160,1,2362.0,10,2125.8,1392.0
90083,50057,20681,1,799.0,0,799.0,617.0
90084,50057,20069,1,1784.0,20,1427.2,1045.0
90085,50058,20637,1,1432.0,5,1360.4,1150.0
90086,50058,21274,1,1518.0,5,1442.1,935.0
90087,50058,20008,1,2649.0,0,2649.0,1619.0
90088,50059,21207,1,227.0,25,170.25,192.0
90089,50059,20390,2,3436.0,0,6872.0,4606.0
90090,50060,20199,1,2272.0,0,2272.0,1718.0
90091,50061,20905,1,930.0,10,837.0,512.0
90092,50061,21451,1,732.0,0,732.0,451.0
90093,50062,20030,3,1987.0,15,5066.85,3915.0
90094,50062,20176,1,1900.0,15,1615.0,1235.0
90095,50062,20244,1,998.0,0,998.0,826.0
90096,50063,20256,2,589.0,0,1178.0,792.0
90097,50064,20526,1,1641.0,10,1476.9,1061.0
90098,50065,21196,1,1234.0,10,1110.6,1008.0
90099,50065,20659,1,1975.0,20,1580.0,1403.0
90100,50066,20708,1,607.0,5,576.65,509.0
90101,50066,21139,1,1249.0,25,936.75,972.0
90102,50067,20545,1,890.0,20,712.0,713.0
90103,50068,21307,1,1514.0,5,1438.3,858.0
90104,50069,20101,2,409.0,0,818.0,476.0
90105,50070,20123,2,1037.0,10,1866.6,1420.0
90106,50071,21136,1,595.0,15,505.75,434.0
90107,50072,21155,2,868.0,0,1736.0,1030.0
90108,50072,20391,1,2428.0,0,2428.0,1620.0
90109,50073,20814,2,3709.0,10,6676.2,4796.0
90110,50073,21356,1,1180.0,0,1180.0,843.0
90111,50074,20172,2,383.0,10,689.4,426.0
90112,50074,20069,2,1784.0,0,3568.0,2090.0
90113,50075,20212,2,1348.0,10,2426.4,1792.0
90114,50076,20335,2,892.0,0,1784.0,1490.0
90115,50077,20980,3,2252.0,15,5742.6,4176.0
90116,50077,20893,1,967.0,0,967.0,660.0
90117,50078,20418,1,520.0,5,494.0,315.0
90118,50078,20792,2,2925.0,5,5557.5,4266.0
90119,50079,21487,2,2711.0,0,5422.0,4522.0
90120,50079,21019,2,1159.0,5,2202.1,1946.0
90121,50080,20003,3,620.0,0,1860.0,1062.0
90122,50080,20789,3,494.0,25,1111.5,1047.0
90123,50080,20401,2,332.0,25,498.0,436.0
90124,50081,20701,2,4698.0,5,8926.2,7334.0
90125,50082,20189,3,835.0,0,2505.0,1923.0
90126,50083,20550,1,1046.0,0,1046.0,718.0
90127,50083,20200,1,2311.0,10,2079.9,1633.0
90128,50084,20278,1,2109.0,5,2003.55,1493.0
90129,50085,20775,1,2553.0,5,2425.35,1942.0
90130,50086,21137,1,493.0,15,419.05,334.0
90131,50087,21253,1,1107.0,5,1051.65,825.0
90132,50087,20988,1,396.0,15,336.6,278.0
90133,50088,21289,1,764.0,0,764.0,612.0
90134,50089,20534,1,2000.0,5,1900.0,1552.0
90135,50090,21396,1,1457.0,15,1238.45,836.0
90136,50090,20087,1,1647.0,5,1564.65,1140.0
90137,50091,20951,1,3779.0,0,3779.0,2592.0
90138,50091,20901,1,2480.0,15,2108.0,1709.0
90139,50092,20161,1,2304.0,0,2304.0,1857.0
90140,50092,20969,1,3318.0,0,3318.0,2709.0
90141,50093,20677,1,925.0,10,832.5,570.0
90142,50094,21480,3,1160.0,0,3480.0,2742.0
90143,50095,20861,1,742.0,0,742.0,553.0
90144,50095,20099,3,1109.0,10,2994.3,1992.0
90145,50096,21067,1,1271.0,5,1207.45,904.0
90146,50097,20080,1,2450.0,5,2327.5,1465.0
90147,50097,20847,1,2621.0,0,2621.0,1467.0
90148,50097,21097,1,324.0,0,324.0,213.0
90149,50098,20381,2,2080.0,20,3328.0,2884.0
90150,50098,21496,3,502.0,0,1506.0,1053.0
90151,50099,20142,1,800.0,5,760.0,644.0
90152,50100,21291,1,1083.0,10,974.7,778.0
90153,50100,20630,1,3487.0,5,3312.65,2828.0
90154,50101,21196,1,1234.0,0,1234.0,1008.0
90155,50102,20538,1,5541.0,15,4709.85,4696.0
90156,50103,21359,1,479.0,20,383.2,308.0
90157,50104,20889,1,2164.0,20,1731.2,1219.0
90158,50104,20629,3,3317.0,0,9951.0,5766.0
90159,50104,21061,1,1732.0,0,1732.0,1028.0
90160,50105,20195,2,400.0,0,800.0,510.0
90161,50105,20798,2,694.0,20,1110.4,1096.0
90162,50106,20345,2,3260.0,5,6194.0,4048.0
90163,50106,21371,1,696.0,15,591.6,442.0
90164,50107,20853,1,2498.0,10,2248.2,2098.0
90165,50108,21176,1,2664.0,15,2264.4,1739.0
90166,50109,20083,1,807.0,0,807.0,590.0
90167,50110,21244,4,2063.0,15,7014.2,7004.0
90168,50110,20918,1,588.0,10,529.2,378.0
90169,50111,21108,1,2576.0,10,2318.4,1946.0
90170,50111,21052,1,557.0,0,557.0,442.0
90171,50112,20843,1,1336.0,10,1202.4,991.0
90172,50113,20470,3,904.0,20,2169.6,1782.0
90173,50114,20032,1,1131.0,0,1131.0,793.0
90174,50114,20986,1,1285.0,15,1092.25,749.0
90175,50115,20053,1,1028.0,0,1028.0,624.0
90176,50116,21317,2,1173.0,0,2346.0,1808.0
90177,50116,21164,1,1426.0,0,1426.0,1106.0
90178,50117,20754,1,3264.0,0,3264.0,2702.0
90179,50118,20189,1,835.0,0,835.0,641.0
90180,50118,20712,1,464.0,10,417.6,291.0
90181,50119,21270,3,1312.0,25,2952.0,2193.0
90182,50120,21237,1,1318.0,5,1252.1,876.0
90183,50120,21120,1,1573.0,10,1415.7,1329.0
90184,50121,20595,1,2247.0,15,1909.95,1561.0
90185,50122,20681,1,799.0,20,639.2,617.0
90186,50122,21193,3,924.0,10,2494.8,1656.0
90187,50122,20180,1,573.0,0,573.0,339.0
90188,50123,21273,1,717.0,10,645.3,564.0
90189,50123,20843,1,1336.0,0,1336.0,991.0
90190,50124,20312,1,3515.0,10,3163.5,2755.0
90191,50125,20923,1,1070.0,10,963.0,738.0
90192,50125,21129,1,4929.0,0,4929.0,3035.0
90193,50126,20200,3,2311.0,15,5893.05,4899.0
90194,50127,20300,1,2352.0,0,2352.0,1839.0
90195,50127,20965,1,1939.0,0,1939.0,1137.0
90196,50128,21129,1,4929.0,5,4682.55,3035.0
90197,50128,21289,1,764.0,0,764.0,612.0
90198,50128,20510,1,1143.0,10,1028.7,676.0
90199,50129,20081,3,799.0,10,2157.3,1671.0
90200,50130,20714,1,2548.0,0,2548.0,1535.0
90201,50131,20344,2,2071.0,10,3727.8,3312.0
90202,50132,20236,1,1174.0,10,1056.6,765.0
90203,50133,20226,1,3602.0,10,3241.8,2273.0
90204,50133,21002,1,751.0,10,675.9,569.0
90205,50134,20030,2,1987.0,25,2980.5,2610.0
90206,50135,21405,1,800.0,5,760.0,562.0
90207,50136,20108,1,1984.0,10,1785.6,1238.0
90208,50137,20833,2,1190.0,10,2142.0,1504.0
90209,50138,21439,1,891.0,0,891.0,524.0
90210,50138,20954,1,1778.0,5,1689.1,1359.0
90211,50139,20684,2,927.0,5,1761.3,1354.0
90212,50140,20966,1,2686.0,0,2686.0,1529.0
90213,50140,21437,1,1847.0,5,1754.65,1151.0
90214,50141,20690,2,643.0,20,1028.8,868.0
90215,50142,20948,1,558.0,20,446.4,329.0
90216,50143,21079,1,896.0,15,761.6,544.0
90217,50143,20902,2,858.0,0,1716.0,1160.0
90218,50144,21204,1,1117.0,5,1061.15,700.0
90219,50145,20900,2,314.0,5,596.6,448.0
90220,50146,20474,1,1484.0,0,1484.0,1091.0
90221,50147,20989,1,1774.0,0,1774.0,1199.0
90222,50147,21410,1,2282.0,10,2053.8,1362.0
90223,50148,20569,1,1891.0,15,1607.35,1258.0
90224,50149,20806,1,1081.0,0,1081.0,873.0
90225,50149,20405,1,1380.0,10,1242.0,1102.0
90226,50149,21053,1,5199.0,20,4159.2,3212.0
90227,50150,21393,1,2005.0,20,1604.0,1614.0
90228,50150,21207,1,227.0,15,192.95,192.0
90229,50150,20408,1,1141.0,25,855.75,882.0
90230,50151,20043,2,2234.0,10,4021.2,2986.0
90231,50151,20837,1,1727.0,5,1640.65,1046.0
90232,50152,21386,1,1214.0,5,1153.3,761.0
90233,50153,20264,1,1826.0,0,1826.0,1451.0
90234,50154,21232,2,3867.0,0,7734.0,6466.0
90235,50155,20187,1,1407.0,10,1266.3,924.0
90236,50156,20135,1,500.0,15,425.0,369.0
90237,50156,20344,1,2071.0,15,1760.35,1656.0
90238,50157,20101,3,409.0,0,1227.0,714.0
90239,50158,20555,2,2049.0,0,4098.0,2392.0
90240,50158,20129,1,1057.0,0,1057.0,827.0
90241,50159,20691,1,2037.0,10,1833.3,1663.0
90242,50160,21342,1,1259.0,0,1259.0,1053.0
90243,50161,20570,1,830.0,10,747.0,692.0
90244,50162,20929,1,1290.0,0,1290.0,952.0
90245,50163,21211,1,999.0,10,899.1,758.0
90246,50163,20084,1,1178.0,15,1001.3,877.0
90247,50164,20367,1,701.0,20,560.8,587.0
90248,50164,21399,1,2133.0,0,2133.0,1295.0
90249,50164,20976,3,1255.0,20,3012.0,3186.0
90250,50165,21011,1,1084.0,15,921.4,631.0
90251,50165,20279,2,2059.0,10,3706.2,2640.0
90252,50166,20485,1,7635.0,5,7253.25,5868.0
90253,50167,20137,2,774.0,25,1161.0,1288.0
90254,50167,21041,1,2810.0,0,2810.0,1641.0
90255,50168,20499,3,1448.0,15,3692.4,3093.0
90256,50169,21420,1,2262.0,20,1809.6,1904.0
90257,50170,20184,2,1591.0,10,2863.8,2096.0
90258,50171,20143,2,4072.0,5,7736.8,6818.0
90259,50171,20682,1,6231.0,5,5919.45,3928.0
90260,50171,21267,1,788.0,5,748.6,566.0
90261,50172,20888,1,537.0,20,429.6,349.0
90262,50173,20853,1,2498.0,0,2498.0,2098.0
90263,50174,21307,1,1514.0,0,1514.0,858.0
90264,50175,20522,1,1305.0,10,1174.5,896.0
90265,50175,20090,1,1724.0,10,1551.6,1181.0
90266,50176,20946,1,1049.0,10,944.1,690.0
90267,50177,20159,2,6142.0,10,11055.6,8212.0
90268,50178,21085,2,1271.0,10,2287.8,1598.0
90269,50178,20520,1,1068.0,15,907.8,657.0
90270,50178,21331,2,664.0,10,1195.2,878.0
90271,50179,20102,2,1036.0,15,1761.2,1740.0
90272,50179,20703,1,1357.0,0,1357.0,1033.0
90273,50180,20876,1,4109.0,0,4109.0,2421.0
90274,50181,21163,1,1020.0,15,867.0,683.0
90275,50181,21016,1,3255.0,5,3092.25,1824.0
90276,50182,21016,2,3255.0,25,4882.5,3648.0
90277,50182,21066,1,3604.0,0,3604.0,2818.0
90278,50183,20109,2,2530.0,0,5060.0,4046.0
90279,50183,21035,1,1280.0,5,1216.0,795.0
90280,50184,21034,1,3230.0,5,3068.5,2392.0
90281,50185,20973,2,582.0,5,1105.8,932.0
90282,50186,20942,1,648.0,15,550.8,519.0
90283,50187,21173,1,851.0,0,851.0,559.0
90284,50188,20530,1,1894.0,5,1799.3,1256.0
90285,50188,20682,1,6231.0,0,6231.0,3928.0
90286,50189,20031,1,284.0,15,241.4,203.0
90287,50190,20779,2,1151.0,0,2302.0,1910.0
90288,50190,20480,1,1286.0,0,1286.0,1007.0
90289,50191,21174,1,3314.0,5,3148.3,2490.0
90290,50191,21196,1,1234.0,5,1172.3,1008.0
90291,50191,20339,1,768.0,0,768.0,597.0
90292,50192,21202,1,311.0,0,311.0,178.0
90293,50193,21003,1,735.0,0,735.0,472.0
90294,50194,20659,2,1975.0,0,3950.0,2806.0
90295,50195,20050,1,1437.0,15,1221.45,1181.0
90296,50195,21336,1,2443.0,15,2076.55,2052.0
90297,50196,20203,1,2082.0,0,2082.0,1218.0
90298,50197,21192,1,1003.0,0,1003.0,614.0
90299,50198,21500,2,1599.0,10,2878.2,1824.0
90300,50198,20927,2,1878.0,0,3756.0,2512.0
90301,50199,21054,1,2736.0,0,2736.0,2010.0
90302,50200,21250,1,1535.0,0,1535.0,875.0
90303,50201,20078,2,855.0,10,1539.0,1364.0
90304,50201,20958,1,1002.0,25,751.5,692.0
90305,50201,20387,1,689.0,0,689.0,431.0
90306,50202,20841,2,273.0,10,491.4,302.0
90307,50202,20228,1,3219.0,0,3219.0,2167.0
90308,50203,20605,1,765.0,5,726.75,588.0
90309,50203,20590,1,7652.0,0,7652.0,6458.0
90310,50204,20420,1,1759.0,10,1583.1,1404.0
90311,50204,21085,2,1271.0,20,2033.6,1598.0
90312,50205,20189,1,835.0,10,751.5,641.0
90313,50205,20709,1,2000.0,15,1700.0,1113.0
90314,50206,20880,2,1138.0,10,2048.4,1604.0
90315,50207,21441,1,1709.0,0,1709.0,1040.0
90316,50208,20639,3,1547.0,15,3944.85,3486.0
90317,50208,20453,2,3191.0,0,6382.0,4126.0
90318,50208,20526,2,1641.0,0,3282.0,2122.0
90319,50209,20892,1,890.0,5,845.5,658.0
90320,50209,20391,2,2428.0,15,4127.6,3240.0
90321,50210,21355,1,1910.0,25,1432.5,1130.0
90322,50211,21016,1,3255.0,0,3255.0,1824.0
90323,50211,20498,1,1072.0,5,1018.4,886.0
90324,50212,21404,1,807.0,25,605.25,650.0
90325,50213,20748,1,1910.0,5,1814.5,1361.0
90326,50213,20439,3,784.0,0,2352.0,1602.0
90327,50214,20767,2,2586.0,10,4654.8,3234.0
90328,50214,20300,1,2352.0,10,2116.8,1839.0
90329,50215,20213,2,8080.0,15,13736.0,12574.0
90330,50215,20684,2,927.0,15,1575.9,1354.0
90331,50216,20816,1,1474.0,5,1400.3,1243.0
90332,50216,20608,1,3225.0,15,2741.25,2536.0
90333,50217,21436,3,1837.0,0,5511.0,3201.0
90334,50217,21127,1,815.0,0,815.0,626.0
90335,50218,21137,1,493.0,0,493.0,334.0
90336,50219,20075,2,876.0,20,1401.6,1446.0
90337,50220,20495,1,701.0,15,595.85,407.0
90338,50221,20800,1,6669.0,0,6669.0,4478.0
90339,50221,20054,2,538.0,5,1022.2,720.0
90340,50222,21392,1,872.0,15,741.2,519.0
90341,50223,20583,1,2154.0,0,2154.0,1200.0
90342,50223,21474,2,1149.0,15,1953.3,1842.0
90343,50223,21035,2,1280.0,10,2304.0,1590.0
90344,50224,20566,1,2246.0,5,2133.7,1482.0
90345,50225,21461,1,2302.0,10,2071.8,1635.0
90346,50226,20002,3,1249.0,15,3184.95,2445.0
90347,50226,20605,2,765.0,10,1377.0,1176.0
90348,50226,21094,1,2438.0,0,2438.0,1652.0
90349,50227,20121,2,4684.0,5,8899.6,6800.0
90350,50228,20368,1,1016.0,0,1016.0,636.0
90351,50229,20595,1,2247.0,10,2022.3,1561.0
90352,50230,20948,1,558.0,10,502.2,329.0
90353,50231,20211,3,2413.0,0,7239.0,4245.0
90354,50231,20709,1,2000.0,0,2000.0,1113.0
90355,50232,21287,1,1605.0,10,1444.5,1229.0
90356,50233,20927,1,1878.0,15,1596.3,1256.0
90357,50234,20506,1,2197.0,10,1977.3,1426.0
90358,50235,20524,1,1589.0,0,1589.0,952.0
90359,50236,20845,1,5494.0,0,5494.0,3644.0
90360,50237,20118,1,2923.0,0,2923.0,2284.0
90361,50238,20205,1,1176.0,0,1176.0,691.0
90362,50239,21432,1,694.0,0,694.0,414.0
90363,50239,21452,2,2395.0,20,3832.0,3146.0
90364,50240,21311,1,2214.0,5,2103.3,1641.0
90365,50241,20815,2,697.0,0,1394.0,1056.0
90366,50241,21099,4,1682.0,0,6728.0,4716.0
90367,50242,20250,1,1944.0,0,1944.0,1476.0
90368,50243,20322,2,866.0,5,1645.4,1142.0
90369,50243,21184,2,2366.0,20,3785.6,3142.0
90370,50243,21360,1,1275.0,0,1275.0,923.0
90371,50244,21115,1,1349.0,5,1281.55,843.0
90372,50244,20267,1,985.0,0,985.0,741.0
90373,50244,20325,2,2127.0,0,4254.0,2810.0
90374,50245,20561,1,2394.0,0,2394.0,1360.0
90375,50245,20223,1,770.0,5,731.5,534.0
90376,50245,21388,1,1907.0,5,1811.65,1447.0
90377,50246,21414,1,1747.0,0,1747.0,1044.0
90378,50247,20528,1,1060.0,20,848.0,674.0
90379,50248,20794,3,666.0,10,1798.2,1257.0
90380,50249,20054,2,538.0,0,1076.0,720.0
90381,50250,20272,2,2817.0,5,5352.3,3914.0
90382,50251,20988,1,396.0,25,297.0,278.0
90383,50252,21420,1,2262.0,5,2148.9,1904.0
90384,50252,21162,1,1557.0,15,1323.45,1271.0
90385,50253,20808,1,1766.0,0,1766.0,1223.0
90386,50253,20659,1,1975.0,5,1876.25,1403.0
90387,50254,20503,1,2216.0,10,1994.4,1454.0
90388,50254,21133,2,1041.0,0,2082.0,1272.0
90389,50255,20968,2,2164.0,15,3678.8,2668.0
90390,50255,21007,1,1413.0,0,1413.0,1132.0
90391,50255,20915,1,889.0,10,800.1,565.0
90392,50256,20443,1,4913.0,15,4176.05,3212.0
90393,50256,20763,1,1005.0,0,1005.0,775.0
90394,50257,20311,1,613.0,5,582.35,506.0
90395,50257,21287,2,1605.0,15,2728.5,2458.0
90396,50258,20782,3,953.0,20,2287.2,1719.0
90397,50258,21078,1,1055.0,0,1055.0,887.0
90398,50259,20453,1,3191.0,10,2871.9,2063.0
90399,50259,21059,1,1304.0,0,1304.0,935.0
90400,50260,20892,1,890.0,15,756.5,658.0
90401,50261,20207,2,1077.0,0,2154.0,1566.0
90402,50262,21480,4,1160.0,20,3712.0,3656.0
90403,50262,20905,1,930.0,15,790.5,512.0
90404,50263,20267,2,985.0,5,1871.5,1482.0
90405,50263,20779,2,1151.0,5,2186.9,1910.0
90406,50263,20858,1,1124.0,5,1067.8,808.0
90407,50264,21228,1,557.0,0,557.0,317.0
90408,50265,20271,1,1771.0,5,1682.45,1284.0
90409,50265,20219,1,2686.0,5,2551.7,2185.0
90410,50266,20010,3,4101.0,0,12303.0,9282.0
90411,50267,20833,2,1190.0,0,2380.0,1504.0
90412,50267,21476,1,1964.0,0,1964.0,1455.0
90413,50268,20412,3,1166.0,20,2798.4,2064.0
90414,50269,21152,2,1305.0,0,2610.0,1696.0
90415,50270,21274,2,1518.0,10,2732.4,1870.0
90416,50270,20299,2,994.0,15,1689.8,1326.0
90417,50270,20170,2,735.0,0,1470.0,874.0
90418,50271,20333,2,1780.0,10,3204.0,2534.0
90419,50272,20457,1,537.0,10,483.3,319.0
90420,50273,20071,1,812.0,20,649.6,677.0
90421,50274,21295,1,1297.0,0,1297.0,988.0
90422,50274,20866,2,1110.0,0,2220.0,1694.0
90423,50275,21326,2,292.0,20,467.2,452.0
90424,50276,21414,1,1747.0,20,1397.6,1044.0
90425,50277,20101,3,409.0,0,1227.0,714.0
90426,50277,20427,2,1365.0,5,2593.5,2286.0
90427,50277,20111,1,3139.0,5,2982.05,2580.0
90428,50278,20659,1,1975.0,0,1975.0,1403.0
90429,50278,20788,3,1658.0,5,4725.3,3186.0
90430,50279,20333,1,1780.0,0,1780.0,1267.0
90431,50279,20533,2,1178.0,0,2356.0,1912.0
90432,50279,21396,2,1457.0,5,2768.3,1672.0
90433,50280,21435,2,1587.0,0,3174.0,2350.0
90434,50280,21458,1,2271.0,10,2043.9,1276.0
90435,50281,21431,2,1250.0,10,2250.0,1462.0
90436,50282,20690,1,643.0,0,643.0,434.0
90437,50282,21255,2,1438.0,15,2444.6,1696.0
90438,50283,20268,1,1587.0,15,1348.95,944.0
90439,50284,21276,4,1025.0,0,4100.0,2944.0
90440,50284,21163,2,1020.0,0,2040.0,1366.0
90441,50285,20693,1,968.0,5,919.6,556.0
90442,50285,21056,1,2039.0,0,2039.0,1552.0
90443,50286,21306,1,254.0,0,254.0,204.0
90444,50286,20191,1,980.0,15,833.0,610.0
90445,50287,20201,1,2111.0,20,1688.8,1383.0
90446,50288,21367,1,1029.0,5,977.55,591.0
90447,50288,20418,1,520.0,0,520.0,315.0
90448,50289,21416,1,489.0,5,464.55,386.0
90449,50290,20161,2,2304.0,0,4608.0,3714.0
90450,50291,20121,1,4684.0,5,4449.8,3400.0
90451,50292,20899,2,1453.0,0,2906.0,1638.0
90452,50292,20108,3,1984.0,10,5356.8,3714.0
90453,50293,21057,1,618.0,25,463.5,462.0
90454,50294,21315,1,1716.0,0,1716.0,1064.0
90455,50295,20157,3,1684.0,5,4799.4,3393.0
90456,50296,20361,2,1083.0,10,1949.4,1684.0
90457,50297,20660,3,1969.0,0,5907.0,4695.0
90458,50298,20702,1,1810.0,10,1629.0,1143.0
90459,50299,21059,1,1304.0,5,1238.8,935.0
90460,50299,20705,1,2603.0,10,2342.7,2099.0
90461,50300,21087,2,863.0,0,1726.0,1076.0
90462,50301,20316,2,1209.0,0,2418.0,1558.0
90463,50302,20033,1,2162.0,5,2053.9,1507.0
90464,50303,20797,1,2239.0,5,2127.05,1370.0
90465,50303,20990,1,1196.0,0,1196.0,788.0
90466,50304,20293,3,744.0,20,1785.6,1428.0
90467,50305,20722,1,1145.0,15,973.25,875.0
90468,50306,21435,1,1587.0,0,1587.0,1175.0
90469,50307,20552,2,4876.0,10,8776.8,5966.0
90470,50307,20042,3,778.0,10,2100.6,1437.0
90471,50307,21179,4,2482.0,15,8438.8,5808.0
90472,50308,20999,1,1375.0,15,1168.75,1035.0
90473,50308,21001,1,1084.0,0,1084.0,754.0
90474,50309,21392,1,872.0,25,654.0,519.0
90475,50310,21165,3,3623.0,20,8695.2,8958.0
90476,50310,20799,1,1536.0,0,1536.0,1058.0
90477,50311,20430,1,909.0,0,909.0,700.0
90478,50311,21364,1,1048.0,0,1048.0,635.0
90479,50312,20448,1,1884.0,10,1695.6,1211.0
90480,50312,21252,1,817.0,10,735.3,682.0
90481,50313,21134,3,852.0,0,2556.0,1410.0
90482,50313,20263,1,2771.0,0,2771.0,1706.0
90483,50314,20493,2,1926.0,10,3466.8,2146.0
90484,50314,20189,3,835.0,0,2505.0,1923.0
90485,50314,21188,3,1168.0,5,3328.8,2166.0
90486,50315,20653,1,1519.0,5,1443.05,1108.0
90487,50315,20161,1,2304.0,0,2304.0,1857.0
90488,50316,20631,2,1004.0,5,1907.6,1116.0
90489,50317,21384,2,3479.0,15,5914.3,5316.0
90490,50318,21447,1,2681.0,10,2412.9,1539.0
90491,50318,20724,1,818.0,5,777.1,566.0
90492,50319,20764,1,601.0,0,601.0,448.0
90493,50319,21053,1,5199.0,15,4419.15,3212.0
90494,50319,21138,2,1917.0,0,3834.0,2354.0
90495,50320,21325,1,2132.0,15,1812.2,1194.0
90496,50321,20055,2,262.0,0,524.0,342.0
90497,50321,20754,1,3264.0,5,3100.8,2702.0
90498,50321,21092,1,547.0,0,547.0,357.0
90499,50322,20122,1,2574.0,0,2574.0,1764.0
90500,50323,21267,1,788.0,0,788.0,566.0
90501,50324,21238,3,1033.0,0,3099.0,2226.0
90502,50325,20575,1,1892.0,0,1892.0,1520.0
90503,50325,20726,1,4792.0,15,4073.2,4038.0
90504,50326,20715,1,2461.0,20,1968.8,1548.0
90505,50326,20004,4,657.0,0,2628.0,1988.0
90506,50327,20795,2,1697.0,10,3054.6,1938.0
90507,50328,21162,1,1557.0,5,1479.15,1271.0
90508,50328,20312,1,3515.0,0,3515.0,2755.0
90509,50329,20263,1,2771.0,0,2771.0,1706.0
90510,50329,20577,1,456.0,20,364.8,348.0
90511,50330,20111,1,3139.0,0,3139.0,2580.0
90512,50330,20708,1,607.0,10,546.3,509.0
90513,50330,20987,1,783.0,0,783.0,621.0
